Name,Raw count,Avg. weight,Viability Ceiling,Abilities,Items,Spreads,Moves,Teammates,Checks and Counters
Kommo-o, 71767                       , 0.0026725904008           , 88                  ,"['Bulletproof 95.839%', 'Overcoat  2.481%', 'Soundproof  1.680%']","['Leftovers 34.358%', 'Throat Spray 33.884%', 'Sitrus Berry  9.489%', 'Salac Berry  8.494%', 'Life Orb  7.291%', 'Rocky Helmet  5.651%', 'Other  0.833%']","['Timid:0/0/0/252/4/252 18.089%', 'Impish:252/0/240/0/0/16 17.631%', 'Jolly:4/252/0/0/0/252 15.861%', 'Timid:0/0/4/252/0/252 10.592%', 'Impish:248/0/200/0/44/16  3.934%', 'Impish:252/0/252/0/4/0  3.324%', 'Other 30.569%']","['Body Press 39.374%', 'Stealth Rock 38.445%', 'Clanging Scales 36.351%', 'Clangorous Soul 34.562%', 'Toxic 32.211%', 'Flamethrower 24.420%', 'Drain Punch 21.480%', 'Rest 20.203%', 'Belly Drum 17.643%', 'Boomburst 16.083%', 'Flash Cannon 15.398%', 'Poison Jab 14.737%', 'Scale Shot 13.673%', 'Focus Blast 13.405%', 'Substitute  8.757%', 'Earthquake  7.820%', 'Taunt  7.517%', 'Thunder Punch  6.310%', 'Close Combat  6.211%', 'Rock Slide  4.586%', 'Iron Defense  4.392%', 'Other 16.421%']","['Zeraora +16.454%', 'Rillaboom +15.353%', 'Grimmsnarl +13.037%', 'Shuckle +11.128%', 'Mamoswine +9.428%', 'Slowking-Galar +8.927%', 'Gengar +8.372%', 'Omastar +8.165%', 'Excadrill +6.367%', 'Cloyster +6.243%', 'Ninetales-Alola +6.156%', 'Scizor +5.305%']",[]
Rotom-Wash, 100711                      , 0.00190788072399          , 89                  ,['Levitate 100.000%'],"['Leftovers 75.765%', 'Choice Scarf 14.188%', 'Heavy-Duty Boots  6.315%', 'Other  3.733%']","['Timid:0/0/0/252/4/252 14.010%', 'Calm:252/0/32/0/176/48 10.037%', 'Calm:252/0/0/0/252/0  7.321%', 'Bold:248/0/172/0/0/88  7.282%', 'Bold:252/0/252/0/4/0  6.680%', 'Bold:252/0/248/0/0/8  6.056%', 'Other 48.615%']","['Hydro Pump 98.896%', 'Volt Switch 97.709%', 'Pain Split 68.604%', 'Will-O-Wisp 54.816%', 'Defog 30.744%', 'Thunder Wave 24.612%', 'Trick 14.926%', 'Other  9.693%']","['Heatran +25.251%', 'Landorus-Therian +18.601%', 'Clefable +18.337%', 'Tornadus-Therian +15.078%', 'Ferrothorn +11.677%', 'Tapu Lele +9.615%', 'Obstagoon +7.866%', 'Aegislash +4.007%', 'Blacephalon +2.862%', 'Mamoswine +2.670%', 'Volcarona +2.489%', 'Weavile +2.203%']",[]
Amoonguss, 50546                       , 0.0038338941117           , 87                  ,"['Regenerator 99.875%', 'Effect Spore  0.125%']","['Rocky Helmet 79.175%', 'Assault Vest 10.289%', 'Black Sludge  8.477%', 'Other  2.058%']","['Bold:248/0/252/0/8/0 38.026%', 'Impish:252/0/252/0/4/0 23.537%', 'Bold:252/0/252/4/0/0  7.816%', 'Bold:252/0/176/0/80/0  7.667%', 'Sassy:252/0/0/4/252/0  4.987%', 'Bold:248/0/168/0/92/0  2.335%', 'Other 15.632%']","['Spore 89.782%', 'Clear Smog 82.210%', 'Foul Play 76.593%', 'Giga Drain 67.843%', 'Sludge Bomb 28.421%', 'Seed Bomb 24.073%', 'Toxic 10.798%', 'Stomping Tantrum 10.255%', 'Other 10.025%']","['Crawdaunt +57.133%', 'Hippowdon +33.035%', 'Dracozolt +26.403%', 'Scizor +25.833%', 'Tornadus-Therian +23.572%', 'Seismitoad +21.756%', 'Pelipper +19.852%', 'Tapu Lele +10.946%', 'Corviknight +5.847%', 'Suicune +4.765%', 'Quagsire +4.596%', 'Ferrothorn +2.816%']",[]
Quagsire, 50034                       , 0.00363741852432          , 89                  ,"['Unaware 91.809%', 'Water Absorb  7.734%', 'Damp  0.456%']","['Leftovers 91.391%', 'Rocky Helmet  5.078%', 'Other  3.531%']","['Impish:252/0/252/0/4/0 14.478%', 'Careful:240/0/16/0/252/0 12.682%', 'Sassy:252/0/4/0/252/0 11.959%', 'Bold:252/0/252/0/4/0 11.892%', 'Impish:252/4/252/0/0/0 11.868%', 'Relaxed:252/0/252/0/4/0  7.838%', 'Other 29.281%']","['Recover 99.694%', 'Toxic 82.961%', 'Scald 54.637%', 'Earthquake 52.149%', 'Counter 22.800%', 'High Horsepower 22.707%', 'Haze 20.415%', 'Infestation  9.654%', 'Ice Beam  8.373%', 'Protect  7.887%', 'Other 18.724%']","['Corviknight +59.748%', 'Toxapex +57.128%', 'Blissey +35.775%', 'Clefable +18.528%', 'Togekiss +15.537%', 'Kyurem +15.022%', 'Tapu Lele +14.477%', 'Chansey +12.992%', 'Tangrowth +9.497%', 'Xatu +9.474%', 'Buzzwole +8.681%', 'Volcanion +7.191%']",[]
Moltres, 139594                      , 0.00120361823717          , 84                  ,"['Flame Body 95.197%', 'Pressure  4.803%']","['Heavy-Duty Boots 99.015%', 'Other  0.985%']","['Bold:248/0/88/0/28/144 15.481%', 'Bold:240/0/252/0/0/16 11.968%', 'Bold:248/0/244/0/0/16  9.348%', 'Relaxed:248/0/252/0/8/0  8.903%', 'Bold:248/0/108/0/0/152  3.714%', 'Bold:248/0/252/8/0/0  3.040%', 'Other 47.546%']","['Roost 94.811%', 'Defog 79.716%', 'Scorching Sands 69.878%', 'Flamethrower 60.089%', 'Mystical Fire 34.687%', 'U-turn 28.499%', 'Toxic 11.654%', 'Hurricane  8.980%', 'Other 11.686%']","['Kartana +17.154%', 'Slowking-Galar +15.688%', 'Urshifu-Rapid-Strike +14.855%', 'Swampert +14.076%', 'Hawlucha +12.907%', 'Arctozolt +10.864%', 'Ninetales-Alola +8.939%', 'Rillaboom +8.377%', 'Dragonite +6.535%', 'Tyranitar +5.593%', 'Dracozolt +5.243%', 'Latios +4.378%']",[]
Thundurus-Therian, 70999                       , 0.00229004188751          , 87                  ,['Volt Absorb 100.000%'],"['Heavy-Duty Boots 93.669%', 'Choice Scarf  1.813%', 'Other  4.518%']","['Timid:0/0/0/252/4/252 80.881%', 'Timid:0/0/4/252/0/252 10.126%', 'Modest:0/0/0/252/4/252  1.413%', 'Timid:4/0/0/252/0/252  1.367%', 'Timid:8/0/0/252/0/248  1.042%', 'Timid:160/0/0/96/0/252  0.796%', 'Other  4.374%']","['Nasty Plot 93.875%', 'Focus Blast 91.022%', 'Weather Ball 86.497%', 'Thunder 77.560%', 'Thunderbolt 20.318%', 'Grass Knot 11.337%', 'Other 19.391%']","['Pelipper +79.808%', 'Ferrothorn +61.759%', 'Barraskewda +53.961%', 'Tornadus-Therian +46.547%', 'Urshifu-Rapid-Strike +43.096%', 'Seismitoad +16.309%', 'Azumarill +14.817%', 'Frosmoth +13.353%', 'Omastar +4.085%', 'Latios +3.735%', 'Sylveon +2.766%', 'Inteleon +2.389%']",[]
Ditto, 52945                       , 0.00299504031255          , 88                  ,"['Imposter 99.960%', 'Limber  0.040%']","['Choice Scarf 98.839%', 'Other  1.161%']","['Relaxed:252/0/252/0/0/0 49.305%', 'Impish:248/8/252/0/0/0 16.682%', 'Relaxed:252/4/252/0/0/0  9.941%', 'Relaxed:252/0/252/0/4/0  5.203%', 'Relaxed:248/8/252/0/0/0  3.906%', 'Relaxed:248/10/252/0/0/0  2.971%', 'Other 11.991%']","['Nothing 300.000%', 'Transform 100.000%']","['Blissey +60.905%', 'Shedinja +48.082%', 'Toxapex +43.884%', 'Corviknight +40.888%', 'Garchomp +31.845%', 'Xatu +9.511%', 'Quagsire +4.979%', 'Moltres +4.306%', ""Sirfetch'd +2.893%"", 'Mantine +2.866%', 'Umbreon +2.219%', 'Jirachi +1.785%']",[]
Blaziken, 198860                      , 0.000741165803073         , 88                  ,"['Speed Boost 99.879%', 'Blaze  0.121%']","['Life Orb 39.247%', 'Heavy-Duty Boots 30.464%', 'Focus Sash  9.003%', 'Choice Band  6.280%', 'Protective Pads  5.648%', 'Leftovers  4.098%', 'Weakness Policy  2.764%', 'Other  2.496%']","['Adamant:0/252/0/0/4/252 21.839%', 'Naive:0/252/0/4/0/252 15.863%', 'Jolly:0/252/0/0/4/252 14.499%', 'Jolly:0/252/4/0/0/252 13.719%', 'Naive:0/252/0/8/0/248 12.040%', 'Adamant:4/252/0/0/0/252  8.240%', 'Other 13.800%']","['Swords Dance 84.549%', 'Close Combat 81.591%', 'Flare Blitz 53.058%', 'Knock Off 34.447%', 'Thunder Punch 34.362%', 'Overheat 28.331%', 'Protect 23.298%', 'Blaze Kick 14.411%', 'High Jump Kick 12.993%', 'Earthquake 10.493%', 'U-turn  5.309%', 'Other 17.159%']","['Slowbro +22.386%', 'Ferrothorn +16.669%', 'Slowking-Galar +15.470%', 'Landorus-Therian +14.590%', 'Weavile +14.097%', 'Latias +5.629%', 'Torkoal +5.175%', 'Venusaur +3.535%', 'Grimmsnarl +3.176%', 'Charizard +3.004%', 'Latios +2.786%', 'Xatu +2.725%']",[]
Keldeo, 47294                       , 0.00303530007106          , 88                  ,['Justified 100.000%'],"['Choice Specs 60.294%', 'Leftovers 28.384%', 'Choice Scarf  9.176%', 'Other  2.146%']","['Timid:0/0/0/252/4/252 74.446%', 'Timid:0/0/4/252/0/252  9.284%', 'Timid:4/0/0/252/0/252  5.413%', 'Hasty:0/4/0/252/0/252  2.759%', 'Timid:0/0/0/252/0/252  1.817%', 'Timid:32/0/0/224/0/252  1.625%', 'Other  4.656%']","['Secret Sword 97.921%', 'Scald 86.558%', 'Icy Wind 53.991%', 'Hydro Pump 47.744%', 'Calm Mind 28.976%', 'Substitute 23.855%', 'Flip Turn 16.776%', 'Sleep Talk 10.062%', 'Rest 10.062%', 'Surf  8.837%', 'Other 15.218%']","['Slowking-Galar +38.765%', 'Mandibuzz +23.647%', 'Landorus-Therian +16.644%', 'Heatran +16.210%', 'Toxapex +7.800%', 'Melmetal +5.280%', 'Diggersby +4.947%', 'Venusaur +3.660%', 'Celesteela +2.872%', 'Clefable +2.827%', 'Barraskewda +2.054%', 'Sandaconda +1.628%']",[]
Zarude, 21128                       , 0.00652632647097          , 89                  ,['Leaf Guard 100.000%'],"['Choice Band 41.225%', 'Heavy-Duty Boots 29.623%', 'Leftovers 20.230%', 'Life Orb  5.660%', 'Other  3.261%']","['Jolly:4/252/0/0/0/252 46.817%', 'Jolly:0/252/0/0/4/252 32.954%', 'Jolly:44/212/0/0/0/252 10.354%', 'Jolly:0/252/0/0/0/252  1.769%', 'Careful:252/0/4/0/252/0  1.064%', 'Jolly:248/8/0/0/0/252  0.986%', 'Other  6.056%']","['Darkest Lariat 99.087%', 'Power Whip 96.143%', 'Bulk Up 54.157%', 'Jungle Healing 53.068%', 'Close Combat 45.437%', 'U-turn 44.633%', 'Other  7.476%']","['Heatran +61.182%', 'Reuniclus +26.030%', 'Tapu Fini +25.029%', 'Skarmory +20.108%', 'Landorus-Therian +17.710%', 'Dragapult +13.121%', 'Magnezone +12.428%', 'Weavile +11.158%', 'Garchomp +10.157%', 'Toxtricity +8.763%', 'Slowking +7.267%', 'Clefable +6.371%']",[]
Seismitoad, 66240                       , 0.00215102268353          , 87                  ,"['Swift Swim 78.120%', 'Water Absorb 21.842%', 'Poison Touch  0.038%']","['Life Orb 43.800%', 'Choice Specs 33.484%', 'Leftovers 16.170%', 'Rocky Helmet  4.120%', 'Other  2.426%']","['Modest:0/0/0/252/4/252 51.190%', 'Rash:0/4/0/252/0/252 20.208%', 'Relaxed:252/0/252/0/4/0  6.076%', 'Bold:248/0/116/28/88/28  3.989%', 'Bold:252/0/252/4/0/0  3.501%', 'Adamant:0/252/0/0/4/252  2.016%', 'Other 13.020%']","['Earth Power 92.673%', 'Stealth Rock 61.020%', 'Weather Ball 58.565%', 'Focus Blast 37.163%', 'Icy Wind 32.191%', 'Scald 30.892%', 'Focus Punch 20.552%', 'Sludge Wave 17.937%', 'Knock Off 13.267%', 'Toxic 11.786%', 'Earthquake  6.742%', 'Other 17.212%']","['Pelipper +73.325%', 'Ferrothorn +53.628%', 'Crawdaunt +32.801%', 'Amoonguss +29.288%', 'Tapu Lele +19.163%', 'Thundurus-Therian +18.736%', 'Barraskewda +18.252%', 'Frosmoth +15.375%', 'Azumarill +13.476%', 'Tapu Koko +6.881%', 'Tornadus-Therian +5.171%', 'Sylveon +3.542%']",[]
Jirachi, 75853                       , 0.00181542347225          , 87                  ,['Serene Grace 100.000%'],"['Leftovers 50.898%', 'Weakness Policy 23.918%', 'Choice Scarf 18.897%', 'Focus Sash  1.290%', 'Other  4.997%']","['Timid:252/0/0/4/0/252 20.509%', 'Careful:252/0/0/0/224/32 16.486%', 'Careful:252/0/0/0/120/136 13.534%', 'Jolly:0/252/0/0/4/252 10.288%', 'Jolly:4/252/0/0/0/252  8.484%', 'Modest:236/0/0/136/0/136  4.984%', 'Other 25.715%']","['Iron Head 68.368%', 'Wish 45.841%', 'Body Slam 28.960%', 'Protect 26.262%', 'Stored Power 24.327%', 'U-turn 24.277%', 'Cosmic Power 21.570%', 'Rest 19.620%', 'Snore 19.080%', 'Healing Wish 17.780%', 'Trick 17.058%', 'Thunder Wave 13.379%', 'Zen Headbutt 10.921%', 'Stealth Rock  9.198%', 'Calm Mind  8.761%', 'Psychic  8.397%', 'Doom Desire  5.703%', 'Thunder  3.628%', 'Moonblast  3.612%', 'Iron Defense  2.916%', 'Substitute  2.487%', 'Other 17.855%']","['Hawlucha +21.239%', 'Tangrowth +17.490%', 'Garchomp +16.772%', 'Haxorus +11.197%', 'Ninetales-Alola +10.327%', 'Rillaboom +7.705%', 'Diggersby +7.631%', 'Mandibuzz +7.540%', 'Azelf +7.287%', 'Azumarill +7.246%', 'Zeraora +5.701%', 'Latias +4.471%']",[]
Arctozolt, 21205                       , 0.00633631707746          , 88                  ,"['Slush Rush 90.933%', 'Volt Absorb  9.066%', 'Static  0.001%']","['Heavy-Duty Boots 72.181%', 'Life Orb 26.887%', 'Other  0.931%']","['Naive:0/252/0/4/0/252 33.769%', 'Hasty:0/252/0/4/0/252 33.380%', 'Naughty:0/252/0/4/0/252  7.692%', 'Hasty:0/252/0/68/0/188  6.230%', 'Jolly:0/252/0/0/8/250  5.015%', 'Naughty:4/252/0/0/0/252  2.266%', 'Other 11.648%']","['Bolt Beak 99.997%', 'Freeze-Dry 97.592%', 'Low Kick 91.324%', 'Substitute 64.960%', 'Icicle Spear 22.399%', 'Icicle Crash 14.614%', 'Other  9.114%']","['Ninetales-Alola +67.566%', 'Swampert +53.904%', 'Mandibuzz +29.799%', 'Magnezone +23.231%', 'Moltres +13.282%', 'Dragapult +12.764%', 'Abomasnow +12.061%', 'Kyurem +9.972%', 'Vanilluxe +9.527%', 'Mamoswine +6.032%', 'Aurorus +5.351%', 'Dragonite +4.696%']",[]
Moltres-Galar, 38380                       , 0.00359729796792          , 88                  ,['Berserk 100.000%'],"['Heavy-Duty Boots 94.009%', 'Weakness Policy  3.801%', 'Other  2.190%']","['Modest:120/0/0/252/0/136 53.458%', 'Modest:192/0/0/252/0/64 17.616%', 'Modest:0/0/0/252/4/252 17.140%', 'Calm:248/0/0/0/252/8  3.625%', 'Timid:0/0/0/252/4/252  2.167%', 'Modest:196/0/0/252/0/60  1.461%', 'Other  4.533%']","['Fiery Wrath 99.956%', 'Nasty Plot 99.210%', 'Hurricane 93.730%', 'Agility 53.126%', 'Taunt 40.487%', 'Other 13.492%']","['Rillaboom +23.628%', 'Klefki +19.870%', 'Omastar +19.323%', 'Hawlucha +19.042%', 'Ninetales-Alola +17.154%', 'Landorus-Therian +14.225%', 'Aegislash +13.249%', 'Zapdos-Galar +11.948%', 'Garchomp +9.072%', 'Heatran +8.604%', 'Polteageist +8.092%', 'Tapu Fini +6.097%']",[]
Togekiss, 90212                       , 0.00146190274397          , 89                  ,"['Serene Grace 99.639%', 'Super Luck  0.276%', 'Hustle  0.084%']","['Heavy-Duty Boots 46.333%', 'Leftovers 26.516%', 'Choice Scarf 21.939%', 'Salac Berry  3.369%', 'Other  1.843%']","['Timid:0/0/0/252/4/252 30.179%', 'Timid:36/0/96/116/16/244 20.015%', 'Modest:0/0/0/252/116/140 11.542%', 'Bold:252/0/200/0/0/56 10.711%', 'Timid:252/0/120/0/0/136  4.249%', 'Timid:4/0/0/252/0/252  3.269%', 'Other 20.036%']","['Air Slash 99.909%', 'Nasty Plot 60.947%', 'Roost 49.468%', 'Flamethrower 42.155%', 'Heal Bell 36.083%', 'Substitute 26.964%', 'Dazzling Gleam 21.567%', 'Trick 19.146%', 'Defog 16.081%', 'Aura Sphere 13.355%', 'Other 14.325%']","['Blissey +21.622%', 'Toxapex +20.466%', 'Quagsire +20.434%', 'Cloyster +18.673%', 'Mew +16.841%', 'Magnezone +16.434%', 'Zeraora +14.974%', 'Volcarona +10.963%', 'Gastrodon +8.635%', 'Tapu Lele +8.101%', 'Dragapult +5.954%', 'Kommo-o +2.929%']",[]
Starmie, 19310                       , 0.00740492498202          , 88                  ,"['Analytic 65.012%', 'Natural Cure 34.952%', 'Illuminate  0.036%']","['Choice Specs 61.117%', 'Leftovers 34.247%', 'Other  4.636%']","['Timid:32/0/0/252/0/224 60.840%', 'Timid:252/0/40/0/0/216 28.473%', 'Timid:252/0/0/4/0/252  3.553%', 'Timid:0/0/0/252/4/252  3.516%', 'Other  3.618%']","['Scald 95.263%', 'Thunderbolt 64.946%', 'Ice Beam 64.899%', 'Psyshock 63.256%', 'Recover 36.033%', 'Rapid Spin 34.483%', 'Toxic 29.930%', 'Other 11.190%']","['Clefable +66.589%', 'Heracross +58.437%', 'Nidoking +54.164%', 'Blissey +48.203%', 'Corviknight +37.338%', 'Chansey +28.893%', 'Hippowdon +27.520%', 'Hydreigon +26.285%', 'Skarmory +25.450%', 'Entei +0.576%']",[]
Sylveon, 31828                       , 0.00410528755991          , 88                  ,"['Pixilate 99.891%', 'Cute Charm  0.109%']","['Leftovers 99.248%', 'Other  0.752%']","['Bold:248/0/236/0/24/0 57.301%', 'Calm:248/0/236/0/24/0 14.755%', 'Bold:248/0/216/0/44/0  9.840%', 'Bold:252/0/252/4/0/0  7.026%', 'Bold:252/0/252/0/4/0  3.183%', 'Calm:252/0/200/0/56/0  2.926%', 'Other  4.969%']","['Hyper Voice 99.706%', 'Wish 96.842%', 'Protect 96.525%', 'Heal Bell 79.435%', 'Mystical Fire 10.662%', 'Other 16.830%']","['Dragonite +52.847%', 'Magnezone +48.026%', 'Landorus-Therian +47.340%', 'Slowking +43.619%', 'Melmetal +43.564%', 'Torkoal +6.406%', 'Urshifu-Rapid-Strike +5.718%', 'Necrozma +4.084%', 'Seismitoad +4.025%', 'Lopunny +3.712%', 'Victini +3.695%', 'Thundurus-Therian +3.617%']",[]
Sandslash-Alola, 9657                        , 0.0131020162802           , 88                  ,"['Slush Rush 99.997%', 'Snow Cloak  0.003%']","['Wide Lens 92.872%', 'Life Orb  6.607%', 'Other  0.521%']","['Adamant:4/252/0/0/0/252 95.158%', 'Other  4.842%']","['Earthquake 99.820%', 'Swords Dance 99.603%', 'Triple Axel 98.739%', 'Knock Off 93.917%', 'Other  7.921%']","['Ninetales-Alola +91.778%', 'Swampert +83.233%', 'Magnezone +81.304%', 'Mandibuzz +77.651%', 'Dragapult +63.551%', 'Arctozolt +4.389%', 'Avalugg +2.844%', 'Aurorus +0.842%', 'Mamoswine +0.728%']",[]
Latias, 57390                       , 0.00209230443111          , 88                  ,['Levitate 100.000%'],"['Weakness Policy 42.662%', 'Choice Scarf 29.451%', 'Leftovers 11.850%', 'Colbur Berry  5.633%', 'Metronome  4.587%', 'Soul Dew  1.786%', 'Other  4.031%']","['Timid:0/0/0/252/4/252 26.454%', 'Timid:252/0/0/4/0/252 15.139%', 'Modest:248/0/16/216/0/28  7.620%', 'Modest:228/0/0/252/4/24  5.436%', 'Timid:0/4/0/252/0/252  4.587%', 'Timid:248/0/8/0/0/252  4.578%', 'Other 36.185%']","['Aura Sphere 55.495%', 'Calm Mind 50.428%', 'Stored Power 47.510%', 'Roost 33.806%', 'Healing Wish 30.077%', 'Trick 29.142%', 'Draco Meteor 22.116%', 'Defog 19.902%', 'Agility 19.612%', 'Psychic 18.111%', 'Ice Beam 17.010%', 'Psyshock  9.131%', 'Mystical Fire  8.345%', 'Recover  7.950%', 'Future Sight  5.857%', 'Earthquake  4.605%', 'Thunder Wave  4.328%', 'Other 16.573%']","['Ninetales-Alola +23.369%', 'Landorus-Therian +15.965%', 'Scizor +13.373%', 'Weavile +10.185%', 'Blaziken +7.020%', 'Lopunny +6.430%', 'Gyarados +6.050%', 'Jirachi +5.140%', 'Tapu Fini +4.544%', 'Lycanroc-Dusk +3.377%', 'Hawlucha +3.062%', 'Sylveon +2.764%']",[]
Primarina, 43031                       , 0.00268344728491          , 89                  ,"['Torrent 96.282%', 'Liquid Voice  3.718%']","['Choice Specs 63.250%', 'Leftovers 33.533%', 'Other  3.217%']","['Modest:40/0/0/252/0/216 56.396%', 'Calm:252/0/80/44/72/60 13.112%', 'Calm:248/0/0/40/44/176  6.683%', 'Calm:248/0/204/0/44/12  3.207%', 'Modest:0/0/0/252/4/252  2.467%', 'Modest:252/0/0/252/4/0  2.259%', 'Other 15.876%']","['Moonblast 96.087%', 'Psychic 63.840%', 'Surf 57.290%', 'Hydro Pump 34.651%', 'Scald 29.610%', 'Calm Mind 26.059%', 'Substitute 25.256%', 'Draining Kiss 23.793%', 'Flip Turn  9.536%', 'Energy Ball  5.383%', 'Perish Song  3.951%', 'Whirlpool  3.871%', 'Protect  3.776%', 'Other 16.896%']","['Scizor +29.942%', 'Bisharp +25.795%', 'Landorus-Therian +23.664%', 'Buzzwole +18.551%', 'Garchomp +14.026%', 'Hydreigon +13.822%', 'Dragapult +12.913%', 'Heatran +11.527%', 'Tapu Bulu +11.503%', 'Tornadus-Therian +8.303%', 'Regidrago +4.680%', 'Ferrothorn +2.825%']",[]
Toxtricity, 37769                       , 0.00315623492309          , 87                  ,"['Punk Rock 99.977%', 'Technician  0.022%', 'Minus  0.001%', 'Plus  0.000%']","['Choice Specs 64.560%', 'Life Orb 15.145%', 'Assault Vest 15.090%', 'Heavy-Duty Boots  3.391%', 'Other  1.814%']","['Modest:0/0/0/252/4/252 63.093%', 'Modest:152/0/0/252/0/104 15.076%', 'Rash:0/144/0/148/0/216  9.518%', 'Mild:0/4/0/252/0/252  3.477%', 'Modest:0/0/4/252/0/252  1.941%', 'Timid:0/0/0/252/4/252  1.927%', 'Other  4.968%']","['Boomburst 99.948%', 'Overdrive 84.198%', 'Volt Switch 81.789%', 'Sludge Wave 63.514%', 'Nuzzle 16.622%', 'Hex 16.602%', 'Shift Gear 16.409%', 'Drain Punch 15.213%', 'Other  5.704%']","['Incineroar +43.825%', 'Azumarill +40.943%', 'Landorus-Therian +36.523%', 'Ferrothorn +25.607%', 'Dragapult +19.562%', 'Zarude +10.767%', 'Kommo-o +7.683%', 'Scizor +7.459%', 'Hydreigon +7.315%', 'Grimmsnarl +6.574%', 'Kyurem +3.263%', 'Inteleon +3.096%']",[]
Gengar, 144205                      , 0.000741580841902         , 84                  ,['Cursed Body 100.000%'],"['Life Orb 29.124%', 'Choice Specs 18.656%', 'Black Sludge 14.418%', 'Choice Scarf 12.405%', 'Focus Sash 12.027%', 'Blunder Policy  7.812%', 'Heavy-Duty Boots  3.451%', 'Other  2.108%']","['Timid:0/0/0/252/4/252 82.224%', 'Timid:0/0/4/252/0/252  6.864%', 'Timid:4/0/0/252/0/252  2.214%', 'Timid:0/0/0/252/0/252  1.342%', 'Timid:28/0/0/148/80/252  1.195%', 'Modest:160/0/20/204/16/108  0.969%', 'Other  5.193%']","['Shadow Ball 95.359%', 'Sludge Wave 78.679%', 'Nasty Plot 61.607%', 'Focus Blast 61.350%', 'Trick 26.227%', 'Substitute 24.236%', 'Thunderbolt 12.103%', 'Taunt  7.960%', 'Sludge Bomb  5.643%', 'Dazzling Gleam  4.487%', 'Hex  4.350%', 'Other 17.999%']","['Bisharp +23.984%', 'Shuckle +17.572%', 'Mamoswine +15.960%', 'Dragonite +15.774%', 'Kommo-o +15.094%', 'Cloyster +10.184%', 'Terrakion +7.603%', 'Azumarill +6.410%', 'Aegislash +6.074%', 'Garchomp +5.268%', 'Crawdaunt +4.277%', 'Hawlucha +4.156%']",[]
Shedinja, 17593                       , 0.00582368767611          , 88                  ,['Wonder Guard 100.000%'],"['Heavy-Duty Boots 96.122%', 'Other  3.878%']","['Lonely:0/252/0/252/0/4 86.043%', 'Adamant:0/252/4/0/0/252  5.286%', 'Jolly:0/252/4/0/0/252  3.849%', 'Other  4.822%']","['Will-O-Wisp 95.294%', 'Shadow Sneak 93.759%', 'Protect 92.352%', 'Shadow Ball 87.860%', 'X-Scissor  8.589%', 'Poltergeist  7.382%', 'Other 14.763%']","['Ditto +83.739%', 'Blissey +83.645%', 'Toxapex +75.193%', 'Corviknight +63.502%', 'Garchomp +62.212%', 'Altaria +1.636%', 'Avalugg +0.646%', 'Rotom-Wash +0.594%']",[]
Heracross, 19088                       , 0.00460838963475          , 87                  ,"['Guts 97.776%', 'Moxie  2.215%', 'Swarm  0.009%']","['Flame Orb 97.630%', 'Other  2.370%']","['Jolly:0/252/0/0/4/252 93.869%', 'Jolly:0/252/4/0/0/252  2.428%', 'Other  3.703%']","['Close Combat 99.587%', 'Facade 97.651%', 'Knock Off 97.012%', 'Swords Dance 95.178%', 'Other 10.572%']","['Starmie +87.418%', 'Nidoking +83.570%', 'Blissey +78.837%', 'Corviknight +66.478%', 'Clefable +63.497%', 'Tapu Bulu +1.306%', 'Tentacruel +1.070%']",[]
Suicune, 29551                       , 0.00288504120934          , 88                  ,"['Pressure 99.255%', 'Inner Focus  0.745%']","['Leftovers 94.274%', 'Weakness Policy  4.864%', 'Other  0.862%']","['Timid:252/0/96/0/0/160 15.865%', 'Timid:252/0/4/0/0/252 14.608%', 'Timid:252/0/0/0/4/252 13.961%', 'Timid:252/0/8/0/32/216  8.920%', 'Bold:252/0/252/0/4/0  5.992%', 'Timid:252/0/0/0/0/252  5.542%', 'Other 35.112%']","['Calm Mind 99.039%', 'Scald 94.893%', 'Substitute 72.146%', 'Protect 70.958%', 'Rest 22.925%', 'Sleep Talk 22.091%', 'Other 17.947%']","['Corviknight +24.282%', 'Zapdos +17.056%', 'Heatran +16.421%', 'Clefable +15.773%', 'Reuniclus +13.228%', 'Tapu Koko +13.011%', 'Amoonguss +10.395%', 'Tornadus-Therian +8.212%', 'Kyurem +7.627%', 'Swampert +6.535%', 'Tapu Bulu +5.296%', 'Volcarona +4.992%']",[]
Omastar, 12616                       , 0.00692351839487          , 87                  ,"['Swift Swim 73.787%', 'Weak Armor 25.972%', 'Shell Armor  0.242%']","['Power Herb 79.245%', 'Focus Sash 20.529%', 'Other  0.225%']","['Timid:0/0/0/252/4/252 62.576%', 'Modest:0/0/0/252/4/252 29.297%', 'Timid:0/0/4/252/0/252  7.006%', 'Other  1.121%']","['Shell Smash 99.608%', 'Ice Beam 85.627%', 'Surf 84.879%', 'Meteor Beam 79.245%', 'Earth Power 34.424%', 'Other 16.216%']","['Ninetales-Alola +35.380%', 'Moltres-Galar +29.729%', 'Rillaboom +27.774%', 'Polteageist +19.106%', 'Kommo-o +18.438%', 'Klefki +17.645%', 'Pelipper +15.865%', 'Garchomp +15.782%', 'Scizor +15.046%', 'Zapdos-Galar +14.669%', 'Hawlucha +12.149%', 'Zeraora +11.262%']",[]
